x,p_x,y,p_y,p_yx,pmi_yx,pages,paragraphs,volume
"Tozzo, Antonio del (Antonio del Rozzo)",0.0008748906386701663,"Peruzzi, Baldassarre (Baldassarre da Siena)",0.009623797025371828,1.0,6.699178069577182,[73],['101'],['4']
"Castagno, Andrea dal (Andrea degli Impiccati)",0.007874015748031496,"Viniziano, Domenico (Domenico da Venezia)",0.004374453193350831,0.4444444444444445,6.666756591884804,"[102, 104, 101, 103]","['145', '149', '144', '147']","['2', '2', '2', '2']"
"Gaddi, Gaddo",0.0026246719160104987,"Tafi, Andrea",0.003499562554680665,0.33333333333333337,6.573647187493322,[56],['167'],['0']
"Pisano, Andrea",0.005249343832020997,"Pisano, Tommaso",0.0017497812773403325,0.16666666666666669,6.573647187493322,[130],['275'],['0']
"Verrocchio, Andrea",0.010498687664041995,Orsino,0.0008748906386701663,0.08333333333333334,6.573647187493322,[276],['413'],['2']
"Romano, Paolo",0.0026246719160104987,"Lotti, Lorenzetto (Lorenzo)",0.003499562554680665,0.33333333333333337,6.573647187493322,[57],['72'],['4']
"Vecelli, Tiziano (Tiziano da Cadore)",0.005249343832020997,"Licinio, Giovanni Antonio (Cuticello, or Pordenone)",0.003499562554680665,0.33333333333333337,6.573647187493322,"[153, 152]","['226', '223']","['4', '4']"
"Vicentino, Valerio (Valerio de' Belli)",0.003499562554680665,"Nassaro, Matteo dal",0.0026246719160104987,0.25,6.573647187493322,[82],['139'],['5']
"Lappoli, Giovanni Antonio",0.00699912510936133,"Vasari, Giorgio",0.0026246719160104987,0.25,6.573647187493322,"[263, 260]","['389', '386']","['5', '5']"
"Giovanni, Bruno di",0.0017497812773403325,"Buffalmacco, Buonamico",0.011373578302712161,1.0,6.458169970073387,"[148, 145]","['298', '293']","['0', '0']"
"Ghirlandajo, Domenico",0.011373578302712161,"Mainardi, Bastiano (Bastiano da San Gimignano)",0.0017497812773403325,0.15384615384615385,6.458169970073387,"[233, 231]","['342', '339']","['2', '2']"
"Ghirlandajo, Domenico",0.011373578302712161,"Ghirlandajo, David",0.0008748906386701663,0.07692307692307693,6.458169970073387,[231],['339'],['2']
"Mazzuoli, Francesco (Parmigiano)",0.011373578302712161,"Trento, Antonio da (Antonio Fantuzzi)",0.0017497812773403325,0.15384615384615385,6.458169970073387,"[250, 108]","['349', '183']","['4', '5']"
"Francesca, Piero della (Piero Borghese, or Piero dal Borgo a San Sepolcro)",0.007874015748031496,"Angelo, Lorentino d'",0.0026246719160104987,0.22222222222222224,6.403722186051009,"[22, 23]","['31', '35']","['2', '2']"
"Urbino, Timoteo da (Timoteo della Vite)",0.004374453193350831,"San Gimignano, Vincenzio da (Vincenzio Tamagni)",0.0026246719160104987,0.19999999999999998,6.25171909260596,[11],['12'],['4']
"Beccafumi, Domenico (Domenico di Pace)",0.013123359580052493,"Bazzi, Giovanni Antonio (Il Sodoma)",0.0008748906386701663,0.06666666666666667,6.25171909260596,[237],['356'],['5']
"Ghiberti, Bartoluccio",0.003499562554680665,"Pollaiuolo, Antonio",0.003499562554680665,0.25,6.1586096882144785,[237],['346'],['2']
"Cosimo, Andrea di (Andrea di Cosimo Feltrini)",0.00699912510936133,"Feltro, Morto da",0.0017497812773403325,0.125,6.1586096882144785,[228],['319'],['4']
Vitruvius,0.0017497812773403325,"Giocondo, Fra",0.00699912510936133,0.5,6.1586096882144785,[5],['4'],['5']
Liberale,0.00699912510936133,"Morone, Domenico",0.0017497812773403325,0.125,6.1586096882144785,[36],['65'],['5']
"San Michele, Matteo",0.0008748906386701663,"San Michele, Michele",0.01399825021872266,1.0,6.1586096882144785,[219],['294'],['6']
"San Michele, Michele",0.01399825021872266,"Brugnuoli, Bernardino",0.0008748906386701663,0.0625,6.1586096882144785,[234],['317'],['6']
"Bellini, Giovanni",0.008748906386701663,"Bellini, Gentile",0.004374453193350831,0.3,6.099715999160909,"[174, 179, 182]","['252', '259', '263']","['2', '2', '2']"
"San Gallo, Giuliano da",0.014873140857392825,"Giamberti, Francesco",0.0008748906386701663,0.05882352941176471,6.0711468469641385,[191],['246'],['3']
"San Gallo, Antonio da (the younger)",0.014873140857392825,"Melighino, Jacomo (Jacopo Melighini)",0.0008748906386701663,0.05882352941176471,6.0711468469641385,[140],['232'],['5']
"Pecori, Domenico",0.0026246719160104987,"Marcilla, Guglielmo da (Guillaume de Marcillac)",0.005249343832020997,0.33333333333333337,5.9886846867721655,[257],['358'],['3']
"Urbino, Bramante da",0.015748031496062992,Ventura,0.0008748906386701663,0.05555555555555556,5.9886846867721655,[148],['193'],['3']
"Bronzino, Agnolo",0.007874015748031496,"San Gallo, Aristotile (Bastiano) da",0.0017497812773403325,0.11111111111111112,5.9886846867721655,[29],['34'],['6']
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.016622922134733157,Polycletus,0.0008748906386701663,0.052631578947368425,5.910682174770892,[160],['181'],['1']
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.016622922134733157,"Ghiberti, Bonaccorso",0.0008748906386701663,0.052631578947368425,5.910682174770892,[160],['181'],['1']
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.016622922134733157,"Ghiberti, Vittorio",0.0008748906386701663,0.052631578947368425,5.910682174770892,[162],['185'],['1']
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.016622922134733157,"Panicale, Masolino da",0.0008748906386701663,0.052631578947368425,5.910682174770892,[171],['194'],['1']
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.016622922134733157,"Luigi, Andrea (L' Ingegno)",0.0008748906386701663,0.052631578947368425,5.910682174770892,[47],['51'],['3']
"Turbido, Francesco (Il Moro)",0.004374453193350831,Liberale,0.00699912510936133,0.39999999999999997,5.836681593327117,"[23, 24]","['41', '43']","['5', '5']"
"Turbido, Francesco (Il Moro)",0.004374453193350831,"Cavazzuola, Paolo (Paolo Morando)",0.003499562554680665,0.19999999999999998,5.836681593327117,[25],['45'],['5']
"Albertinelli, Mariotto",0.006124234470691163,"San Marco, Fra Bartolommeo di (Baccio della Porta)",0.0026246719160104987,0.14285714285714288,5.766292265435718,[166],['215'],['3']
Torrigiano,0.0026246719160104987,"Credi, Lorenzo di",0.006124234470691163,0.33333333333333337,5.766292265435718,[186],['240'],['3']
"San Marco, Fra Bartolommeo di (Baccio della Porta)",0.0026246719160104987,"Sogliani, Giovanni Antonio",0.006124234470691163,0.33333333333333337,5.766292265435718,[160],['233'],['4']
"Cimabue, Giovanni",0.009623797025371828,"Tafi, Andrea",0.003499562554680665,0.18181818181818182,5.699178069577181,"[56, 50]","['167', '158']","['0', '0']"
"Peruzzi, Baldassarre (Baldassarre da Siena)",0.009623797025371828,Vitruvius,0.0017497812773403325,0.09090909090909091,5.699178069577181,[71],['96'],['4']
"Gherardi, Cristofano (Doceno)",0.019247594050743656,"Cungi, Battista",0.0008748906386701663,0.045454545454545456,5.699178069577181,[122],['152'],['6']
"Gherardi, Cristofano (Doceno)",0.019247594050743656,"Pagani, Lattanzio",0.0008748906386701663,0.045454545454545456,5.699178069577181,[128],['159'],['6']
"Gherardi, Cristofano (Doceno)",0.019247594050743656,"Veltroni, Stefano",0.0017497812773403325,0.09090909090909091,5.699178069577181,"[123, 124]","['154', '156']","['6', '6']"
"Gherardi, Cristofano (Doceno)",0.019247594050743656,"Colle, Raffaello dal (Raffaello dal Borgo)",0.0008748906386701663,0.045454545454545456,5.699178069577181,[118],['147'],['6']
"Maiano, Giuliano da",0.004374453193350831,"Maiano, Benedetto da",0.007874015748031496,0.39999999999999997,5.666756591884804,"[13, 14]","['18', '20']","['2', '2']"
"San Gallo, Giuliano da",0.014873140857392825,"San Gallo, Antonio da (the elder)",0.003499562554680665,0.17647058823529413,5.6561093476852955,"[199, 198, 202]","['264', '262', '273']","['3', '3', '3']"
"Pisano, Niccola",0.005249343832020997,"Pisano, Giovanni",0.00699912510936133,0.33333333333333337,5.573647187493322,"[36, 37]","['126', '127']","['0', '0']"
"Pisano, Giovanni",0.00699912510936133,Agostino (of Siena),0.0026246719160104987,0.125,5.573647187493322,[98],['225'],['0']
"Aretino, Spinello",0.00699912510936133,"Casentino, Jacopo di",0.0026246719160104987,0.125,5.573647187493322,[25],['25'],['1']
"Bellini, Jacopo",0.0026246719160104987,"Giocondo, Fra",0.00699912510936133,0.33333333333333337,5.573647187493322,[11],['16'],['5']
"Bellini, Jacopo",0.0026246719160104987,Liberale,0.00699912510936133,0.33333333333333337,5.573647187493322,[11],['16'],['5']
"Rosselli, Cosimo",0.0026246719160104987,"Cosimo, Andrea di (Andrea di Cosimo Feltrini)",0.00699912510936133,0.33333333333333337,5.573647187493322,[189],['281'],['2']
"Vinci, Leonardo da",0.022747156605424323,Salai,0.0008748906386701663,0.038461538461538464,5.458169970073386,[99],['124'],['3']
"Vinci, Leonardo da",0.022747156605424323,"Credi, Maestro",0.0008748906386701663,0.038461538461538464,5.458169970073386,[49],['61'],['4']
"Rosselli, Cosimo",0.0026246719160104987,"Cosimo, Piero di",0.007874015748031496,0.33333333333333337,5.40372218605101,[126],['159'],['3']
"Lippi, Filippo (Filippino)",0.006124234470691163,"Agnolo, Baccio d' (Baccio Baglioni)",0.003499562554680665,0.14285714285714288,5.351254766156875,[66],['114'],['5']
Donato (Donatello),0.02537182852143482,"Banco, Nanni d' Antonio di",0.0017497812773403325,0.06896551724137931,5.300628693086907,"[114, 115]","['121', '122']","['1', '1']"
"Bellini, Jacopo",0.0026246719160104987,"Bellini, Giovanni",0.008748906386701663,0.33333333333333337,5.25171909260596,[174],['252'],['2']
"Trento, Antonio da (Antonio Fantuzzi)",0.0017497812773403325,"Beccafumi, Domenico (Domenico di Pace)",0.013123359580052493,0.5,5.25171909260596,[108],['183'],['5']
Tribolo (Niccolï¿½),0.02712160979877515,"Tasso, Battista del",0.0017497812773403325,0.06451612903225808,5.204413377827604,"[30, 35]","['37', '40']","['6', '6']"
Tribolo (Niccolï¿½),0.02712160979877515,"Unghero, Nanni",0.0008748906386701663,0.03225806451612904,5.204413377827604,[4],['2'],['6']
"Cronaca, Il (Simone del Pollaiuolo)",0.00699912510936133,"Agnolo, Baccio d' (Baccio Baglioni)",0.003499562554680665,0.125,5.1586096882144785,[66],['114'],['5']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.02799650043744532,"Mantovano, Rinaldo",0.0008748906386701663,0.03125,5.1586096882144785,[161],['260'],['5']
Giotto,0.028871391076115485,"Capanna, Puccio",0.0008748906386701663,0.030303030303030304,5.114215568856025,[91],['212'],['0']
"Cimabue, Giovanni",0.009623797025371828,"Gaddi, Gaddo",0.0026246719160104987,0.09090909090909091,5.114215568856025,[56],['167'],['0']
"Credi, Lorenzo di",0.006124234470691163,"Ghirlandajo, Ridolfo",0.004374453193350831,0.14285714285714288,5.029326671269511,[280],['383'],['3']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.03062117235345582,Piloto,0.0008748906386701663,0.02857142857142857,5.029326671269511,[207],['321'],['5']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.03062117235345582,"Nunziata, Toto del",0.0008748906386701663,0.02857142857142857,5.029326671269511,[191],['299'],['5']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.03062117235345582,"Ceri, Andrea de'",0.0008748906386701663,0.02857142857142857,5.029326671269511,[191],['299'],['5']
"Maiano, Benedetto da",0.007874015748031496,"Cronaca, Il (Simone del Pollaiuolo)",0.00699912510936133,0.22222222222222224,4.988684686772166,"[260, 267]","['385', '372']","['2', '3']"
"Francesca, Piero della (Piero Borghese, or Piero dal Borgo a San Sepolcro)",0.007874015748031496,"Vasari, Lazzaro (the elder)",0.003499562554680665,0.11111111111111112,4.988684686772166,[52],['76'],['2']
"Vecelli, Tiziano (Tiziano da Cadore)",0.005249343832020997,"Lombardi, Alfonso",0.005249343832020997,0.16666666666666669,4.988684686772166,[134],['196'],['4']
"Urbino, Bramante da",0.015748031496062992,"Claudio, Maestro",0.0017497812773403325,0.05555555555555556,4.988684686772166,[254],['351'],['3']
"Genga, Girolamo",0.007874015748031496,"Genga, Bartolommeo",0.003499562554680665,0.11111111111111112,4.988684686772166,[208],['281'],['6']
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.016622922134733157,"Ghiberti, Bartoluccio",0.003499562554680665,0.10526315789473685,4.910682174770893,"[145, 144]","['159', '157']","['1', '1']"
"Vinci, Leonardo da",0.022747156605424323,"Vinci, Pierino (Piero) da",0.0026246719160104987,0.07692307692307693,4.873207469352231,"[43, 44]","['47', '49']","['6', '6']"
"Ghirlandajo, Domenico",0.011373578302712161,Gherardo (of Florence),0.0026246719160104987,0.07692307692307693,4.873207469352231,[213],['316'],['2']
"Sarto, Andrea del (Andrea d' Agnolo)",0.03412073490813648,"Conti, Domenico",0.0008748906386701663,0.025641025641025644,4.873207469352231,[119],['177'],['4']
"Sarto, Andrea del (Andrea d' Agnolo)",0.03412073490813648,"Salviati, Francesco (Francesco de' Rossi)",0.0008748906386701663,0.025641025641025644,4.873207469352231,[119],['177'],['4']
"Sarto, Andrea del (Andrea d' Agnolo)",0.03412073490813648,"Barile, Gian (of Florence)",0.0008748906386701663,0.025641025641025644,4.873207469352231,[86],['117'],['4']
"Sarto, Andrea del (Andrea d' Agnolo)",0.03412073490813648,"Unghero, Nanni",0.0008748906386701663,0.025641025641025644,4.873207469352231,[4],['2'],['6']
"Pisano, Giovanni",0.00699912510936133,Agnolo (of Siena),0.004374453193350831,0.125,4.836681593327116,[98],['225'],['0']
"Gaddi, Taddeo",0.00699912510936133,"Gaddi, Agnolo",0.004374453193350831,0.125,4.836681593327116,[218],['408'],['0']
"Viniziano, Antonio",0.003499562554680665,"Bellini, Giovanni",0.008748906386701663,0.25,4.836681593327116,[176],['256'],['2']
"Buonarroti, Michelagnolo",0.03674540682414698,"Schongauer, Martin (Martino)",0.0008748906386701663,0.02380952380952381,4.766292265435718,[92],['155'],['5']
"Buonarroti, Michelagnolo",0.03674540682414698,"Cavalieri, Giovan Battista de'",0.0008748906386701663,0.02380952380952381,4.766292265435718,[113],['194'],['5']
Baviera,0.0017497812773403325,"Rosso, Il (Giovan Battista de' Rossi)",0.01837270341207349,0.5,4.766292265435718,[109],['186'],['5']
