page,paragraph_id,text
8,6," natural, among which are Jacopo da Pontormo, Giovan Battista Gello, a passing famous Academician of Florence, and the painter Bacchiacca, of whom we have spoken above. And among the women he portrayed there two noble and truly most beautiful young women of Florence, worthy of eternal praise and memory for their incredible beauty and virtue, Madonna Costanza da Sommaia, wife of Giovan Battista Doni, who is still living, and Madonna Camilla Tedaldi del Corno, who has now passed to a better life. Not long afterwards he executed another large and very beautiful altar-picture of the Resurrection of Jesus Christ, which was placed in the Chapel of Jacopo and Filippo Guadagni beside the choir in the Church of the Servites—that is, the Nunziata. And at this same time he painted the altar-piece that was placed in the chapel of the Palace, whence there had been removed that which was sent to Granvella; which altar-piece is certainly a most beautiful picture, and worthy of that place. Bronzino then painted for Signor Alamanno Salviati a Venus with a Satyr beside her, so beautiful as to appear in truth Venus Goddess of Beauty."
8,7,"Having then gone to Pisa, whither he was summoned by the Duke, he executed some portraits for his Excellency; and for Luca Martini, who was very much his friend, and not of him only, but also attached with true affection to all men of talent, he painted a very beautiful picture of Our Lady, in which he portrayed that Luca with a basket of fruits, from his having been the minister and proveditor for the said Lord Duke in the draining of the marshes and other waters that rendered unhealthy the country round Pisa, and for having made it in consequence fertile and abundant in fruits. Nor did Bronzino depart from Pisa before there was allotted to him at the instance of Martini, by Raffaello del Setaiuolo, the Warden of Works of the Duomo, the altar-picture for one of the chapels in that Duomo, wherein he painted a nude Christ with the Cross, and about Him many Saints, among whom is a S. Bartholomew flayed, which has the appearance of a true anatomical subject and of a man flayed in reality, so natural it is and imitated with such diligence from an anatomical subject. That altar-picture, which is beautiful in every part, was placed, as I have said, in a chapel from which they removed "
9,7," another by the hand of Benedetto da Pescia, a disciple of Giulio Romano. Bronzino then made for Duke Cosimo a full-length portrait of the dwarf Morgante, nude, and in two ways—namely, on one side of the picture the front, and on the other the back, with the bizarre and monstrous members which that dwarf has; which picture, of its kind, is beautiful and marvellous. For Ser Carlo Gherardi of Pistoia, who from his youth was a friend of Bronzino, he executed at various times, besides the portrait of Ser Carlo himself, a very beautiful Judith placing the head of Holofernes in a basket, and on the cover that protects that picture, in the manner of a mirror, a Prudence looking at herself; and for the same man a picture of Our Lady, which is one of the most beautiful things that he has ever done, because it has extraordinary design and relief. And the same Bronzino executed the portrait of the Duke when his Excellency was come to the age of forty, and also that of the Lady Duchess, both of which are as good likenesses as could be. After Giovan Battista Cavalcanti had caused a chapel to be built in S. Spirito, at Florence, with most beautiful variegated marbles conveyed from beyond the sea at very great cost, and had laid there the remains of his father Tommaso, he had the head and bust of the father executed by Fra Giovanni Agnolo Montorsoli, and the altar-piece Bronzino painted, depicting in it Christ appearing to Mary Magdalene in the form of a gardener, and more distant two other Maries, all figures executed with incredible diligence."
9,8,"Jacopo da Pontormo having left unfinished at his death the chapel in S. Lorenzo, and the Lord Duke having ordained that Bronzino should complete it, he finished in the part where the Deluge is many nudes that were wanting at the foot, and gave perfection to that part, and in the other, where at the foot of the Resurrection of the Dead many figures were wanting over a space about one braccio in height and as wide as the whole wall, he painted them all in the manner wherein they are to be seen, very beautiful; and between the windows, at the foot, in a space that remained there unpainted, he depicted a nude S. Laurence upon a gridiron, with some little Angels about him. In that whole work he demonstrated that he had executed his paintings in that place with much better judgment than his master Pontormo had shown in his pictures "
10,8," in the work; the portrait of which Pontormo Bronzino painted with his own hand in a corner of that chapel, on the right hand of the S. Laurence. The Duke then gave orders to Bronzino that he should execute two large altar-pictures, one containing a Deposition of Christ from the Cross with a good number of figures, for sending to Porto Ferraio in the Island of Elba, for the Convent of the Frati Zoccolanti, built by his Excellency in the city of Cosmopolis; and another altar-piece, in which Bronzino painted the Nativity of Our Lord Jesus Christ, for the new Church of the Knights of S. Stephen, which has since been built in Pisa, together with their Palace and Hospital, after the designs and directions of Giorgio Vasari. Both these pictures have been finished with such art, diligence, design, invention, and supreme loveliness of colouring, that it would not be possible to go further; and no less, indeed, was required in a church erected by so great a Prince, who has founded and endowed that Order of Knights."
10,9,"On some little panels made of sheet-tin, and all of one same size, the same Bronzino has painted all the great men of the House of Medici, beginning with Giovanni di Bicci and the elder Cosimo down to the Queen of France, in that line, and in the other from Lorenzo, the brother of the elder Cosimo, down to Duke Cosimo and his children; all which portraits are set in order behind the door of a little study that Vasari has caused to be made in the apartment of new rooms in the Ducal Palace, wherein is a great number of antique statues of marble and bronzes and little modern pictures, the rarest miniatures, and an infinity of medals in gold, silver, and bronze, arranged in very beautiful order. These portraits of the illustrious men of the House of Medici are all natural and vivacious, and most faithful likenesses."
10,10,"It is a notable thing that whereas many are wont in their last years to do less well than they have done in the past, Bronzino does as well and even better now than when he was in the flower of his manhood, as the works demonstrate that he is executing every day. Not long ago he painted for Don Silvano Razzi, a Camaldolite monk in the Monastery of the Angeli at Florence, who is much his friend, a picture about one braccio and a half high of a S. Catharine, so beautiful and well executed, that it is "
11,10," not inferior to any other picture by the hand of this noble craftsman; insomuch that nothing seems to be wanting in her save the spirit and that voice which confounded the tyrant and confessed Christ her well-beloved spouse even to the last breath; and that father, like the truly gentle spirit that he is, has nothing that he esteems and holds in price more than that picture. Agnolo made a portrait of the Cardinal, Don Giovanni de' Medici, the son of Duke Cosimo, which was sent to the Court of the Emperor for Queen Joanna; and afterwards that of the Lord Don Francesco, Prince of Florence, which was a picture very like the reality, and executed with such diligence that it has the appearance of a miniature. For the nuptials of Queen Joanna of Austria, wife of that Prince, he painted in three large canvases which were placed at the Ponte alla Carraia, as will be described at the end, some scenes of the Nuptials of Hymen, of such beauty that they appeared not things for a festival, but worthy to be set in some honourable place for ever, so finished they were and executed with such diligence. For the same Lord Prince he painted a few months ago a small picture with little figures which has no equal, and it may be said that it is truly a miniature. And since at this his present age of sixty-five he is no less enamoured of the matters of art than he was as a young man, he has undertaken recently, according to the wishes of the Duke, to execute two scenes in fresco on the wall beside the organ in the Church of S. Lorenzo, in which there is not a doubt that he will prove the excellent Bronzino that he has always been."
11,11,"This master has delighted much, and still delights, in poetry; wherefore he has written many capitoli and sonnets, part of which have been printed. But above all, with regard to poetry, he is marvellous in the style of his capitoli after the manner of Berni, insomuch that at the present day there is no one who writes better in that kind of verse, nor things more fanciful and bizarre, as will be seen one day if all his works, as is believed and hoped, come to be printed. Bronzino has been and still is most gentle and a very courteous friend, agreeable in his conversation and in all his affairs, and much honoured; and as loving and liberal with his possessions as a noble craftsman such as he is could well be. He has been peaceful by nature, and has never done an injury to "
12,11," any man, and he has always loved all able men in his profession, as I know, who have maintained a strait friendship with him for three-and-forty years, that is, from 1524 down to the present year, ever since I began to know and to love him in that year of 1524, when he was working at the Certosa with Pontormo, whose works I used as a youth to go to draw in that place."
12,12,"Many have been the pupils and disciples of Bronzino, but the first (to speak now of our Academicians) is Alessandro Allori, who has been loved always by his master, not as a disciple, but as his own son, and they have lived and still live together with the same love, one for another, that there is between a good father and his son. Alessandro has shown in many pictures and portraits that he has executed up to his present age of thirty, that he is a worthy disciple of so great a master, and that he is seeking by diligence and continual study to arrive at that rarest perfection which is desired by beautiful and exalted intellects. He has painted and executed all with his own hand the Chapel of the Montaguti in the Church of the Nunziata—namely, the altar-piece in oils, and the walls and vaulting in fresco. In the altar-piece is Christ on high, and the Madonna, in the act of judging, with many figures in various attitudes and executed very well, copied from the Judgment of Michelagnolo Buonarroti. About that altar-piece, on the same wall, are four large figures in the forms of Prophets, or rather, Evangelists, two above and two below; and on the vaulting are some Sibyls and Prophets executed with great pains, study, and diligence, he having sought in the nudes to imitate Michelagnolo. On the wall which is at the left hand looking towards the altar, is Christ as a boy disputing in the midst of the Doctors in the Temple; which boy is seen in a fine attitude answering their questions, and the Doctors, and others who are there listening attentively to him, are all different in features, attitudes, and vestments, and among them are portraits from life of many of Alessandro's friends, which are good likenesses. Opposite to that, on the other wall, is Christ driving from the Temple those who with their buying and selling were making it a house of traffic and a market-place; with many things worthy of consideration and praise. Over those two scenes are some stories of the Madonna, and on the "
13,12," vaulting figures that are of no great size, but passing graceful; with some buildings and landscapes, which in their essence show the love that he bears to art, and how he seeks the perfection of design and invention. And opposite to the altar-piece, on high, is a story of Ezekiel, when he saw a great multitude of bones reclothe themselves with flesh and take to themselves their members; in which this young man has demonstrated how much he desires to master the anatomy of the human body, and how he has studied it and given it his attention. And, in truth, in this his first work of importance, as also in the nuptials of his Highness, with figures in relief and stories in painting, he has proved himself and given great signs and promise, as he continues to do, that he is like to become an excellent painter; and not in this only, but in some other smaller works, and recently in a small picture full of little figures in the manner of miniature, which he has executed for Don Francesco, Prince of Florence, a much-extolled work; and other pictures and portraits he has painted with great study and diligence, in order to become practised and to acquire a grand manner."
13,13,"Another young man, likewise a pupil of Bronzino and one of our Academicians, called Giovan Maria Butteri, has shown good mastery and much dexterity in what he did, besides many other smaller pictures and other works, for the obsequies of Michelagnolo and for the coming of the above-named most illustrious Queen Joanna to Florence."
13,14,"And another disciple, first of Pontormo and then of Bronzino, has been Cristofano dell' Altissimo, a painter, who, after having executed in his youth many pictures in oils and some portraits, was sent by the Lord Duke Cosimo to Como, to copy many pictures of illustrious persons in the Museum of Monsignor Giovio, out of the vast number which that man, so distinguished in our times, collected in that place. Many others, also, the Lord Duke has obtained by the labours of Vasari; and of all these portraits a list[1] will be made in the index of this book, in order not to occupy too much space in this discourse. In the work of these portraits Cristofano has exerted himself with such diligence and pains, that those which he has copied up to the present day, and which are in three friezes "
14,14," in a guardaroba of the said Lord Duke, as will be described elsewhere in speaking of the decorations of that place, are more than two hundred and eighty in number, what with Pontiffs, Emperors, Kings, Princes, Captains of armies, men of letters, and, in short, all men for some reason illustrious and renowned. And, to tell the truth, we owe a great obligation to this zeal and diligence of Giovio and of the Duke, for the reason that not only the apartments of Princes, but also those of many private persons, are now being adorned with portraits of one or other of those illustrious men, according to the country, family, and particular affection of each person. Cristofano, then, having established himself in this manner of painting, which is suited to his genius, or rather, inclination, has done little else, as one who is certain to derive from it honour and profit in abundance."
14,15,"Pupils of Bronzino, also, are Stefano Pieri and Lorenzo della Sciorina, who have so acquitted themselves, both the one and the other, in the obsequies of Michelagnolo and in the nuptials of his Highness, that they have been admitted among the number of our Academicians."
14,16,"From the same school of Pontormo and Bronzino has issued also Battista Naldini, of whom we have spoken in another place. This Battista, after the death of Pontormo, having been some time in Rome and having applied himself with much study to art, has made much proficience and become a bold and well-practised painter, as many works demonstrate that he has executed for the very reverend Don Vincenzio Borghini, who has made great use of him and assisted him, together with Francesco da Poppi, a young man of great promise and one of our Academicians, who has acquitted himself well in the nuptials of his Highness, and other young men, whom Don Vincenzio is continually employing and assisting. Of this Battista, Vasari has made use for more than two years, as he still does, in the works of the Ducal Palace of Florence, where, by the emulation of many others who were working in the same place, he has made much progress, insomuch that at the present day he is equal to any other young man of our Academy; and that which much pleases those who are good judges is that he is expeditious, and does his work without effort. Battista has painted in an altar-picture in oils that is in a chapel of the Black Friars' Abbey of Florence, a Christ "
15,16," who is bearing the Cross, in which work are many good figures; and he has other works constantly in hand, which will make him known as an able man."
15,17,"Not inferior to any of these named above in talent, art, and merit, is Maso Manzuoli, called Maso da San Friano, a young man of about thirty or thirty-two years, who had his first principles from Pier Francesco di Jacopo di Sandro, one of our Academicians, of whom we have spoken in another place. This Maso, I say, besides having shown how much he knows and how much may be expected of him in many pictures and smaller paintings, has demonstrated this recently in two altar-pictures with much honour to himself and full satisfaction to everyone, having displayed in them invention, design, manner, grace, and unity in the colouring. In one of these altar-pieces, which is in the Church of S. Apostolo at Florence, is the Nativity of Jesus Christ, and in the other, which is placed in the Church of S. Pietro Maggiore, and is as beautiful as an old and well-practised master could have made it, is the Visitation of Our Lady to S. Elizabeth, executed with judgment and with many fine considerations, insomuch that the heads, the draperies, the attitudes, the buildings, and all the other parts are full of loveliness and grace. This man acquitted himself with no ordinary excellence in the obsequies of Buonarroti, as an Academician and very loving, and then in some scenes for the nuptials of Queen Joanna."
15,18,"Now, since not only in the Life of Ridolfo Ghirlandajo I have spoken of his disciple Michele and of Carlo da Loro, but also in other places, I shall say nothing more of them here, although they are of our Academy, enough having been said of them. But I will not omit to tell that other disciples and pupils of Ghirlandajo have been Andrea del Minga, likewise one of our Academicians, who has executed many works, as he still does; Girolamo di Francesco Crocifissaio, a young man of twenty-six, and Mirabello di Salincorno, both painters, who have done and continue to do such works of painting in oils and in fresco, and also portraits, that a most honourable result may be expected from them. These two executed together, now several years ago, some pictures in fresco in the Church of the Capuchins without Florence, which are passing good; and "
16,18," in the obsequies of Michelagnolo and the above-mentioned nuptials, also they did themselves much honour. Mirabello has painted many portraits, and in particular that of the most illustrious Prince more than once, and many others that are in the hands of various gentlemen of Florence."
16,19,"Another, also, who has done much honour to our Academy and to himself, is Federigo di Lamberto of Amsterdam, a Fleming, the son-in-law of the Paduan Cartaro, working in the said obsequies and in the festive preparations for the nuptials of the Prince, and besides this he has shown in many pictures painted in oils, both large and small, and in other works that he has executed, a good manner and good design and judgment. And if he has merited praise up to the present, he will merit even more in the future, for he is labouring constantly with much advantage in Florence, which he appears to have chosen as his country, that city being one where young men derive much benefit from competition and emulation."
16,20,"A beautiful genius, also, universal and abundant in fine fantasies, has been shown by Bernardo Timante Buontalenti, who had his first principles of painting in his youth from Vasari, and then, continuing, has made so much proficiency that he has now served for many years, and still serves with much favour, the most illustrious Lord Don Francesco de' Medici, Prince of Florence. That lord has kept him continually at work; and he has executed for his Excellency many works in miniature after the manner of Don Giulio Clovio, such as many portraits and scenes with little figures, painted with much diligence. The same Bernardo has made with a beautiful architectural design, by order of the said Prince, a cabinet with compartments of ebony and columns of heliotrope, oriental jasper, and lapis-lazuli, which have bases and capitals of chased silver; and besides this he has filled the whole surface of the work with jewels and most lovely ornaments of silver and beautiful little figures, within which ornaments are to be miniatures, and, between terminals placed in pairs, figures of silver and gold in the round, separated by other compartments of agate, jasper, heliotrope, sardonyx, cornelian, and others of the finest stones, to describe all which here would make a very long story. It is enough that in this work, which is near completion, Bernardo "
17,20," has displayed a most beautiful genius, equal to any work. Thus that lord makes use of him for many ingenious fantasies of his own of cords for drawing weights, of windlasses, and of lines; besides that he has discovered a method of fusing rock-crystal with ease and of purifying it, and has made with it scenes and vases of several colours; for Bernardo occupies himself with everything. This, also, will be seen in a short time in the making of vases of porcelain with all the perfection of the most ancient and most perfect; in which at the present day a most excellent master is Giulio da Urbino, who is in the service of the most illustrious Duke Alfonso II of Ferrara, and does stupendous things in the way of vases with several kinds of clay, and to those in porcelain he gives the most beautiful shapes, besides fashioning with the same earth little squares, octagons, and rounds, hard and with an extraordinary polish, for making pavements counterfeiting the appearance of variegated marbles; of all which things our Prince has the methods of making them. His Excellency has also caused a beginning to be made with the executing of a study-table with precious stones, richly adorned, as an accompaniment to another belonging to his father, Duke Cosimo. And not long ago he had one finished after the design of Vasari, which is a rare work, being of oriental alabaster all inlaid with great pieces of jasper, heliotrope, cornelian, lapis-lazuli, and agate, with other stones and jewels of price that are worth twenty thousand crowns. This study-table has been executed by Bernardino di Porfirio of Leccio in the neighbourhood of Florence, who is excellent in such work, and who made for Messer Bindo Altoviti an octagon of ebony and ivory inlaid likewise with jaspers, after the design of the same Vasari; which Bernardino is now in the service of their Excellencies. But to return to Bernardo: in painting, also, beyond the expectation of many, he showed that he is able to execute large figures no less well than the small, when he painted for the obsequies of Michelagnolo that great canvas of which we have spoken. Bernardo was employed, also, with much credit to him, for the nuptials of his and our Prince, in certain masquerades, in the Triumph of Dreams, as will be told, and in the interludes of the comedy that was performed in the Palace, as has been described exhaustively by others. And if this man, when he "
18,20," was a youth (although even now he is not past thirty), had given his attention to the studies of art as he gave it to the methods of fortification, in which he spent no little time, he would be perchance now at such a height of excellence as would astonish everyone; none the less, it is believed that he is bound for all that to achieve the same end, although something later, for the reason that he is all genius and art, to which is added this also, that he is continually employed and exercised by his sovereign, and in the most honourable works."
18,21,"Of our Academy, also, is Giovanni della Strada, a Fleming, who has good design, the finest fantasy, much invention, and a good manner of colouring; and, having made much proficience during the ten years that he has worked in the Palace in distemper, fresco, and oils, after the designs and directions of Giorgio Vasari, he can bear comparison with any of the many painters that the said Lord Duke has in his service. But at the present day the principal task of this man is to make cartoons for various arras-tapestries that the Duke and the Prince are having executed, likewise under the direction of Vasari, of divers kinds in accordance with the stories in painting that are on high in the rooms and chambers painted by Vasari in the Palace, for the adornment of which they are being made, to the end that the embellishment of tapestries below may correspond to the pictures above. For the chambers of Saturn, Ops, Ceres, Jove, and Hercules, he has made most lovely cartoons for about thirty pieces of tapestry; and for the upper chambers where the Princess has her habitation, which are four, dedicated to the virtues of woman, with stories of Roman, Hebrew, Greek, and Tuscan women (namely, the Sabines, Esther, Penelope, and Gualdrada), he has made, likewise, very beautiful cartoons for tapestries. In like manner, he has done the same for ten pieces of tapestry in a hall, in which is the Life of Man; and also for the five lower rooms where the Prince dwells, dedicated to David, Solomon, Cyrus, and others. And for twenty rooms in the Palace of Poggio a Caiano, for which the tapestries are even now being woven, he has made after the inventions of the Duke cartoons of the hunting of every kind of animal, and the methods of fowling and fishing, with the strangest and most beautiful inventions in the world; in which variety "
19,21," of animals, birds, fishes, landscapes, and vestments, with huntsmen on foot and on horseback, fowlers in various habits, and nude fishermen, he has shown and still shows that he is a truly able man, and that he has learned well the Italian manner, being minded to live and die in Florence in the service of his most illustrious lords, in company with Vasari and the other Academicians."
19,22,"Another pupil of Vasari, likewise, and also an Academician, is Jacopo di Maestro Piero Zucca, a young Florentine of twenty-five or twenty-six years, who, having assisted Vasari to execute the greater part of the works in the Palace, and in particular the ceiling of the Great Hall, has made so much proficience in design and in the handling of colours, labouring with much industry, study, and assiduity, that he can now be numbered among the first of the young painters in our Academy. And the works that he has done by himself alone in the obsequies of Michelagnolo, in the nuptials of the most illustrious Lord Prince, and at other times for various friends, in which he has shown intelligence, boldness, diligence, grace, and good judgment, have made him known as a gifted youth and an able painter; but even more will those make him known that may be expected from him in the future, doing as much honour to his country as has been done to her by any painter at any time."
19,23,"In like manner, among other young painters of the Academy, Santi Titi may be called ingenious and able, who, as has been told in other places, after having practised for many years in Rome, has returned finally to enjoy Florence, which he regards as his country, although his elders are of Borgo a San Sepolcro and of a passing good family in that city. This Santi acquitted himself truly excellently in the works that he executed for the obsequies of Buonarroti and the above-mentioned nuptials of the most illustrious Princess, but even more, after great and almost incredible labours, in the scenes that he painted in the theatre which he made for the same nuptials on the Piazza di S. Lorenzo, for the most illustrious Lord Paolo Giordano Orsino, Duke of Bracciano; wherein he painted in chiaroscuro, on several immense pieces of canvas, stories of the actions of various illustrious men of the Orsini family. But how able he is can be perceived best from two altar-pieces by his hand that are to "
20,23," be seen, one of which is in Ognissanti, or rather, S. Salvadore di Fiorenza (as it is now called), once the church of the Padri Umiliati, and now of the Zoccolanti, and contains the Madonna on high and at the foot S. John, S. Jerome, and other Saints; and in the other, which is in S. Giuseppe, behind S. Croce, in the Chapel of the Guardi, is a Nativity of Our Lord executed with much diligence, with many portraits from life. Not to speak of many pictures of Our Lady and various portraits that he has painted in Rome and in Florence, and pictures executed in the Vatican, as has been related above."
20,24,"There are also certain other young painters of the same Academy who have been employed in the above-mentioned decorations, some of Florence and some of the Florentine States. Alessandro del Barbiere, a young Florentine of twenty-five, besides many other works, painted for the said nuptials in the Palace, after the designs and directions of Vasari, the canvases of the walls in the Great Hall, wherein were depicted the squares of all the cities in the dominion of the Lord Duke; in which he certainly acquitted himself very well, and proved himself a young man of judgment and likely to achieve any success. In like manner, Vasari has been assisted in these and other works by many other disciples and friends; Domenico Benci, Alessandro Fortori of Arezzo, his cousin Stefano Veltroni, and Orazio Porta, both of Monte Sansovino, and Tommaso del Verrocchio."
20,25,"In the same Academy there are also many excellent craftsmen who are strangers, of whom we have spoken at length in various places above; and therefore it shall suffice here to make known their names, to the end that they may be numbered in this part among the other Academicians. These, then, are Federigo Zucchero; Prospero Fontana and Lorenzo Sabatini, of Bologna; Marco da Faenza, Tiziano Vecelli, Paolo Veronese, Giuseppe Salviati, Tintoretto, Alessandro Vittoria, the sculptor Danese, the painter Battista Farinato of Verona, and the architect Andrea Palladio."
20,26,"Now, to say something also of the sculptors in our Academy and of their works, although I do not intend to speak of them at any length, because they are alive and for the most part most illustrious in name and "
